id_solicitante,produto_solicitado,dia_vencimento,forma_envio_solicitacao,tipo_endereco,sexo,idade,estado_civil,qtde_dependentes,grau_instrucao,nacionalidade,estado_onde_nasceu,estado_onde_reside,possui_telefone_residencial,codigo_area_telefone_residencial,tipo_residencia,meses_na_residencia,possui_telefone_celular,possui_email,renda_mensal_regular,renda_extra,possui_cartao_visa,possui_cartao_mastercard,possui_cartao_diners,possui_cartao_amex,possui_outros_cartoes,qtde_contas_bancarias,qtde_contas_bancarias_especiais,valor_patrimonio_pessoal,possui_carro,vinculo_formal_com_empresa,estado_onde_trabalha,possui_telefone_trabalho,codigo_area_telefone_trabalho,meses_no_trabalho,profissao,ocupacao,profissao_companheiro,grau_instrucao_companheiro,local_onde_reside,local_onde_trabalha
40125,1,10,internet,1,M,48,2,1,0,1,RJ,RJ,Y,20,1.0,26.0,N,1,500.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,230.0,230.0
40126,1,10,presencial,1,F,47,2,0,0,1,BA,BA,Y,86,1.0,3.0,N,1,350.0,0.0,0,0,0,0,0,1,1,10000.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,484.0,484.0
40127,7,25,internet,1,F,38,2,0,0,1,CE,CE,N, ,1.0,8.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,621.0,621.0
40128,2,10,internet,1,F,21,1,0,0,1,BA,BA,Y,84,1.0,,N,1,400.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,452.0,452.0
40129,1,15,internet,1,M,79,2,0,0,1,PE,PE,N, ,2.0,3.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,15.0,5.0,,,544.0,544.0
40130,2,10,presencial,1,F,55,5,0,0,1,SP,MG,N, ,1.0,20.0,N,0,438.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,Y,32,0,10.0,2.0,0.0,0.0,384.0,384.0
40131,2,10,presencial,1,F,49,4,0,0,1,CE,CE,Y,112,1.0,49.0,N,0,700.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,629.0,629.0
40132,1,25,internet,1,F,27,2,1,0,1,SP,SP,Y,5,1.0,10.0,N,1,290.0,0.0,1,1,0,0,0,0,0,50000.0,0,N, ,N, ,0,2.0,4.0,,,861.0,861.0
40133,1,15,presencial,1,F,24,2,0,0,1,RS,RS,Y,58,1.0,0.0,N,1,1000.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,6.0,4.0,0.0,0.0,962.0,962.0
40134,1,20,internet,1,M,35,2,3,0,1,BA,PE,Y,111,1.0,9.0,N,1,396.0,400.0,0,1,0,0,0,0,0,0.0,0,Y,PE,Y,111,0,12.0,2.0,9.0,3.0,563.0,563.0
40135,2,10,presencial,1,F,60,4,0,0,1,CE,CE,N, ,1.0,26.0,N,0,350.0,350.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,1.0,0.0,0.0,628.0,628.0
40136,1,15,internet,1,M,30,2,0,0,1,PB,PB,Y,103,1.0,4.0,N,1,655.0,0.0,1,1,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,582.0,582.0
40137,1,10,presencial,1,M,48,1,2,0,1,BA,BA,Y,86,1.0,5.0,N,1,632.0,0.0,0,0,0,0,0,0,0,15000.0,0,Y,BA,N, ,0,9.0,5.0,,4.0,480.0,480.0
40138,1,5,presencial,1,M,40,2,2,0,1,RS,RS,Y,58,1.0,1.0,N,0,538.0,0.0,1,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,2.0,0.0,0.0,960.0,960.0
40139,2,20,presencial,1,F,40,2,1,0,0, ,MG,Y,33,1.0,0.0,N,1,349.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,Y,33,0,9.0,2.0,11.0,0.0,374.0,374.0
40140,2,10,internet,1,M,41,2,1,0,1,SP,SP,Y,18,1.0,5.0,N,1,1138.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,138.0,138.0
40141,1,15,internet,1,F,45,2,2,0,1,PR,MT,Y,73,1.0,2.0,N,1,450.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MT,Y,73,0,9.0,4.0,,,785.0,785.0
40142,1,10,internet,1,M,41,6,0,0,1,BA,BA,Y,84,1.0,30.0,N,1,583.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,456.0,456.0
40143,1,10,internet,1,F,41,2,3,0,1,AC,PB,Y,103,1.0,1.0,N,1,300.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,4.0,11.0,,581.0,581.0
40144,1,10,internet,1,M,56,2,1,0,1,RS,RS,Y,54,1.0,8.0,N,1,553.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,N, ,0,9.0,2.0,,,640.0,640.0
40145,1,10,correio,1,F,37,1,2,0,1,CE,CE,Y,107,1.0,1.0,N,1,392.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,Y,107,0,11.0,2.0,11.0,,600.0,600.0
40146,1,10,internet,1,F,31,2,2,0,1,AL,AL,Y,100,1.0,1.0,N,1,550.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,Y,100,0,,4.0,,,571.0,571.0
40147,1,15,presencial,1,M,67,2,3,0,0, ,BA,Y,86,1.0,0.0,N,1,500.0,0.0,0,1,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,11.0,0.0,443.0,443.0
40148,1,25,internet,1,F,49,4,0,0,1,CE,CE,Y,107,1.0,40.0,N,1,400.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,5.0,,,604.0,604.0
40149,1,20,internet,1,F,37,2,1,0,1,GO,GO,Y,67,1.0,3.0,N,1,3000.0,0.0,0,0,0,0,0,1,1,80000.0,1,N, ,N, ,0,2.0,4.0,,,752.0,752.0
40150,1,15,presencial,1,F,39,2,1,0,1,RS,RS,Y,54,1.0,5.0,N,0,526.0,0.0,0,0,0,0,0,1,1,30000.0,1,Y,RS,Y,54,0,9.0,5.0,0.0,0.0,948.0,948.0
40151,1,10,presencial,1,M,51,2,0,0,1,RS,RS,Y,58,1.0,25.0,N,1,735.0,0.0,1,1,0,0,0,1,1,0.0,1,Y,RS,Y,58,0,9.0,5.0,0.0,0.0,960.0,960.0
40152,2,15,presencial,1,M,36,2,1,0,1,PB,PB,Y,103,1.0,3.0,N,1,460.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PB,Y,103,0,9.0,2.0,0.0,0.0,580.0,580.0
40153,1,10,internet,1,M,39,1,0,0,1,PE,PE,Y,97,1.0,,N,1,1013.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,,,,,555.0,555.0
40154,1,15,internet,1,F,20,1,0,0,1,PE,PE,Y,97,5.0,20.0,N,1,800.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PE,Y,97,0,9.0,2.0,,,555.0,555.0
40155,1,25,internet,1,F,36,2,0,0,1,MS,MS,Y,75,1.0,27.0,N,1,800.0,0.0,1,0,0,0,0,1,1,0.0,0,Y,MS,Y,75,0,9.0,2.0,,,790.0,790.0
40156,1,10,presencial,1,F,72,4,0,0,1,CE,CE,N, ,1.0,9.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,2.0,4.0,0.0,0.0,639.0,639.0
40157,1,10,presencial,1,F,38,5,0,0,1,RS,RS,Y,58,1.0,38.0,N,0,423.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,Y,58,0,9.0,2.0,0.0,0.0,963.0,963.0
40158,1,5,internet,1,F,66,1,0,0,1,AL,BA,Y,81,1.0,8.0,N,1,210.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,400.0,400.0
40159,1,10,presencial,1,F,68,4,0,0,1,BA,BA,Y,84,1.0,35.0,N,0,700.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,5.0,0.0,0.0,456.0,456.0
40160,1,20,presencial,1,M,37,2,2,0,1,SC,SC,N, ,1.0,6.0,N,1,692.0,0.0,0,0,0,0,0,1,1,31500.0,1,Y,SC,N, ,0,9.0,2.0,16.0,3.0,887.0,887.0
40161,1,10,internet,1,M,67,4,0,0,1,SP,SP,Y,5,1.0,18.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,,,,,847.0,847.0
40162,1,15,presencial,1,M,29,2,1,0,1,PE,PE,Y,97,1.0,0.0,N,0,495.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PE,Y,97,0,9.0,2.0,0.0,0.0,559.0,559.0
40163,1,15,internet,1,F,42,1,0,0,1,MG,MG,Y,32,1.0,16.0,N,1,3600.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,384.0,384.0
40164,1,10,internet,1,M,54,2,1,0,1,SP,SP,Y,5,1.0,1.0,N,1,1899.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,359.0,359.0
40165,1,5,internet,1,F,36,2,0,0,1,SP,SP,Y,14,,,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,Y,14,0,,,,,145.0,145.0
40166,2,5,internet,1,F,34,1,0,0,1,BA,BA,Y,81,1.0,9.0,N,1,450.0,0.0,1,1,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,403.0,403.0
40167,1,10,internet,1,F,30,2,2,0,1,PR,RS,Y,54,1.0,0.0,N,1,569.0,580.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,1.0,,,938.0,938.0
40168,1,10,internet,1,F,25,2,2,0,1,MT,MT,Y,71,1.0,1.0,N,1,550.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,4.0,11.0,,781.0,781.0
40169,1,10,presencial,1,M,29,2,1,0,1,PR,PR,N, ,1.0,2.0,N,0,1055.0,0.0,0,0,0,0,0,1,1,40000.0,1,Y, ,N, ,0,9.0,2.0,16.0,2.0,869.0,869.0
40170,1,15,internet,1,F,35,1,0,0,1,SP,SP,Y,5,1.0,35.0,N,1,800.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,357.0,357.0
40171,1,10,presencial,1,M,23,1,1,0,0, ,PA,Y,117,5.0,0.0,N,1,481.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PA,Y,117,0,11.0,2.0,11.0,0.0,687.0,687.0
40172,1,15,internet,1,F,55,2,0,0,1,SP,SP,Y,10,,,N,1,1200.0,600.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,113.0,113.0
40173,1,5,internet,1,F,56,7,0,0,1,RS,RS,N, ,1.0,15.0,N,1,381.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,,,,,962.0,962.0
40174,1,15,internet,1,F,39,1,2,0,1,RS,RS,Y,61,1.0,17.0,N,1,516.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,956.0,956.0
40175,2,15,internet,1,F,43,1,0,0,1,MG,MG,Y,32,2.0,,N,1,440.91,0.0,0,0,0,0,0,0,0,0.0,0,N,SP,N, ,0,9.0,,,,382.0,382.0
40176,2,15,internet,1,F,40,1,1,0,1,SP,SP,Y,18,1.0,1.0,N,1,594.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,N, ,0,9.0,2.0,11.0,,131.0,131.0
40177,1,1,internet,1,M,34,2,4,0,1,RS,RS,Y,54,1.0,16.0,N,1,980.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,Y,54,0,9.0,5.0,,,944.0,944.0
40178,1,15,internet,1,M,39,2,0,0,1,AL,AL,Y,100,1.0,8.0,N,1,1000.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,573.0,573.0
40179,1,10,internet,1,M,27,1,0,0,1,CE,CE,Y,107,1.0,1.0,N,1,1853.99,0.0,0,0,0,0,0,0,0,0.0,0,Y,CE,Y,107,0,,,,,619.0,619.0
40180,1,10,internet,1,F,21,1,0,0,1,MA,MA,Y,125,1.0,21.0,N,1,400.4,0.0,0,1,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,650.0,650.0
40181,1,10,internet,1,M,39,2,2,0,1,MG,SP,Y,5,1.0,2.0,N,1,521.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,1.0,,,484.0,484.0
40182,1,10,internet,1,F,29,1,1,0,1,DF,DF,Y,66,,,N,1,900.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,7.0,2.0,,,715.0,715.0
40183,1,5,presencial,1,F,32,2,0,0,1,MG,MG,Y,32,1.0,2.0,N,1,395.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,N, ,0,9.0,2.0,0.0,0.0,387.0,387.0
40184,1,5,presencial,1,M,63,2,0,0,1,PE,PE,N, ,1.0,3.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,557.0,557.0
40185,1,1,internet,1,F,43,2,0,0,1,RS,RS,N, ,1.0,20.0,N,1,399.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,932.0,932.0
40186,1,10,internet,1,F,25,1,1,0,1,PR,SC,Y,52,2.0,1.0,N,1,595.68,0.0,0,0,0,0,0,0,0,0.0,0,Y,SC,Y,52,0,9.0,5.0,,,895.0,895.0
40187,1,15,internet,1,F,24,1,0,0,1,PB,PB,Y,103,1.0,1.0,N,1,200.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,4.0,,,580.0,580.0
40188,2,15,presencial,1,F,24,1,0,0,1,AL,SP,Y,10,1.0,2.0,N,0,500.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,113.0,113.0
40189,1,10,internet,1,F,54,3,0,0,1,CE,CE,Y,107,1.0,,N,1,1126.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,605.0,605.0
40190,1,25,presencial,1,M,42,1,0,0,1,RS,RS,Y,54,1.0,10.0,N,0,729.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,Y,54,0,0.0,0.0,0.0,0.0,956.0,956.0
40191,1,10,internet,1,M,29,2,0,0,1,GO,MT,N, ,1.0,2.0,N,1,856.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MT,Y,71,0,9.0,2.0,,,781.0,781.0
40192,1,15,presencial,1,F,29,2,1,0,1,CE,CE,Y,112,2.0,7.0,N,0,534.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,2.0,9.0,0.0,620.0,620.0
40193,1,10,internet,1,F,63,4,0,0,1,RS,RS,Y,54,1.0,20.0,N,1,460.0,1000.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,944.0,944.0
40194,1,10,internet,1,F,38,5,1,0,1,SP,SP,N, ,2.0,4.0,N,1,401.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,Y,16,0,9.0,5.0,,,169.0,169.0
40195,1,10,internet,1,M,60,5,0,0,1,AL,AL,Y,100,1.0,12.0,N,1,2676.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,Y,100,0,9.0,2.0,,,570.0,570.0
40196,1,15,presencial,1,F,50,1,1,0,0, ,GO,Y,67,2.0,0.0,N,1,357.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,GO,Y,67,0,9.0,2.0,11.0,0.0,749.0,749.0
40197,1,5,internet,1,F,66,2,2,0,1,BA,BA,Y,85,1.0,23.0,N,1,261.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,489.0,489.0
40198,1,25,internet,1,F,64,2,0,0,1,SE,SP,N, ,1.0,,N,1,700.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,114.0,114.0
40199,1,10,internet,1,M,35,2,0,0,1,CE,RN,Y,105,1.0,10.0,N,1,566.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,596.0,596.0
40200,1,25,internet,1,F,62,4,0,0,1,SP,SP,N, ,1.0,20.0,N,1,800.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,862.0,862.0
40201,1,20,internet,1,M,38,2,0,0,1,PR,SC,Y,40,1.0,0.0,N,1,755.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,813.0,813.0
40202,1,5,internet,1,F,73,4,0,0,1,RJ,RJ,Y,20,1.0,1.0,N,1,407.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,230.0,230.0
40203,1,15,internet,1,M,54,2,1,0,1,DF,DF,Y,66,1.0,14.0,N,1,800.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,725.0,725.0
40204,1,15,internet,1,F,68,4,0,0,1,PB,PB,Y,103,1.0,20.0,N,1,381.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,581.0,581.0
40205,2,10,presencial,1,M,79,4,0,0,1,CE,CE,Y,107,1.0,8.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,629.0,629.0
40206,1,1,presencial,1,F,27,1,0,0,1,RN,RN,Y,105,1.0,15.0,N,1,356.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,591.0,591.0
40207,1,10,presencial,1,F,60,2,0,0,1,SP,SP,Y,5,1.0,0.0,N,1,537.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,SP,N, ,0,9.0,2.0,0.0,0.0,129.0,129.0
40208,1,10,internet,1,F,53,2,0,0,1,MG,MG,N, ,1.0,4.0,N,1,1315.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MG,Y,32,0,9.0,2.0,9.0,2.0,380.0,380.0
40209,1,10,presencial,1,M,34,2,0,0,1,BA,SP,Y,14,2.0,0.0,N,1,977.0,0.0,1,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,0.0,0.0,0.0,0.0,148.0,148.0
40210,1,5,presencial,1,F,49,2,0,0,1,BA,SP,Y,5,1.0,12.0,N,0,890.0,0.0,1,0,0,0,0,1,1,0.0,1,Y,SP,Y,5,0,9.0,2.0,0.0,0.0,643.0,643.0
40211,1,20,presencial,1,F,33,2,1,0,1,SP,SP,Y,5,1.0,5.0,N,1,2214.0,0.0,1,1,0,0,0,1,1,0.0,1,Y,SP,N, ,0,9.0,5.0,0.0,0.0,670.0,670.0
40212,1,5,internet,1,F,58,2,0,0,1,MG,SP,Y,9,1.0,1.0,N,1,332.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,122.0,122.0
40213,1,10,presencial,1,M,40,2,0,0,1,CE,SP,Y,5,1.0,15.0,N,1,1626.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,857.0,857.0
40214,2,15,presencial,1,F,42,2,5,0,1,BA,BA,Y,90,1.0,20.0,N,1,250.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,464.0,464.0
40215,2,15,presencial,1,F,28,2,0,0,1,SP,SP,N, ,1.0,4.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,186.0,186.0
40216,1,25,correio,1,F,57,4,0,0,1,RJ,RJ,Y,20,2.0,1.0,N,1,900.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,10.0,1.0,11.0,,235.0,235.0
40217,1,1,presencial,1,F,30,2,0,0,1,RJ,RJ,Y,22,1.0,3.0,N,0,882.0,1003.0,0,0,0,0,0,0,0,0.0,1,Y,RJ,Y,22,0,9.0,2.0,0.0,0.0,280.0,280.0
40218,1,20,internet,1,M,33,1,0,0,1,PE,PE,Y,97,1.0,,N,1,423.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,,,,,555.0,555.0
40219,1,10,internet,2,F,21,2,0,0,1,SP,SP,Y,5,2.0,1.0,N,1,600.0,0.0,0,0,0,0,0,0,0,0.0,0,N,SP,N, ,0,,,,,350.0,350.0
40220,1,10,internet,1,F,25,2,2,0,1,PE,PE,Y,97,1.0,10.0,N,1,855.0,0.0,0,1,0,0,0,0,0,0.0,0,Y,PE,Y,97,0,10.0,2.0,,,534.0,534.0
40221,1,15,internet,1,F,30,1,0,0,1,SP,SP,Y,5,1.0,10.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,,,,,617.0,617.0
40222,1,1,internet,1,F,47,2,0,0,1,RS,RS,Y,58,1.0,10.0,N,1,890.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,960.0,960.0
40223,1,15,presencial,1,F,45,2,0,0,1,MA,TO,N, ,1.0,13.0,N,0,381.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,TO,Y,68,0,9.0,2.0,0.0,0.0,778.0,778.0
40224,1,25,internet,1,F,50,2,1,0,1,SC,RS,Y,54,1.0,12.0,N,1,500.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,N, ,0,9.0,2.0,,,935.0,935.0
40225,1,25,internet,1,F,39,1,0,0,1,CE,CE,Y,107,1.0,15.0,N,1,200.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,616.0,616.0
40226,1,10,presencial,1,M,34,2,0,0,1,CE,GO,Y,66,1.0,5.0,N,1,1000.0,0.0,0,0,0,0,0,0,0,0.0,0,N,GO,Y,66,0,9.0,5.0,,,728.0,728.0
40227,1,25,presencial,1,F,47,2,3,0,1, ,PB,Y,103,1.0,0.0,N,1,1438.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PB,N, ,0,11.0,5.0,11.0,0.0,580.0,580.0
40228,2,10,presencial,1,F,33,2,0,0,1,PB,PB,Y,103,1.0,5.0,N,0,2138.0,0.0,1,1,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,583.0,583.0
40229,1,10,presencial,1,F,24,2,0,0,1,MT,MT,Y,71,1.0,15.0,N,1,653.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MT,Y,71,0,9.0,2.0,11.0,0.0,780.0,780.0
40230,1,15,internet,1,M,64,2,0,0,1,RN,RN,Y,105,1.0,12.0,N,1,347.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,596.0,596.0
40231,1,10,presencial,1,M,45,2,3,0,1,PR,PR,Y,40,1.0,10.0,N,0,1190.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PR,Y,40,0,7.0,2.0,0.0,0.0,818.0,818.0
40232,1,10,internet,1,F,46,7,2,0,1,SP,SP,Y,5,1.0,10.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,666.0,666.0
40233,1,5,internet,1,F,24,1,0,0,1,PE,PE,Y,111,,,N,1,349.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,563.0,563.0
40234,1,10,internet,1,F,44,1,0,0,1,CE,CE,Y,107,1.0,10.0,N,1,787.54,0.0,1,0,0,0,0,0,0,0.0,0,Y,CE,Y,107,0,9.0,2.0,,,619.0,619.0
40235,1,10,presencial,1,M,31,2,1,0,1,ES,ES,Y,27,1.0,0.0,N,0,498.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,ES,Y,27,0,9.0,2.0,0.0,0.0,293.0,293.0
40236,1,5,internet,1,M,26,6,0,0,1,SP,SP,Y,5,1.0,,N,1,752.4,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,750.0,750.0
40237,1,25,presencial,1,F,66,2,0,0,1,PE,PE,N, ,1.0,10.0,N,1,300.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,552.0,552.0
40238,1,15,internet,1,F,31,1,0,0,1,PB,GO,Y,67,2.0,5.0,N,1,460.0,200.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,748.0,748.0
40239,1,15,internet,1,F,34,1,0,0,1,PE,PE,Y,97,1.0,10.0,N,1,330.0,0.0,0,1,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,542.0,542.0
40240,1,25,presencial,1,F,29,2,2,0,1,RS,RS,Y,54,1.0,5.0,N,1,495.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,N, ,0,9.0,2.0,0.0,0.0,944.0,944.0
40241,1,15,internet,1,F,63,2,0,0,1,CE,CE,N, ,1.0,12.0,N,1,355.0,0.0,0,1,0,0,0,0,0,0.0,0,Y,CE,Y,107,0,9.0,1.0,,,608.0,608.0
40242,1,10,internet,1,F,49,2,0,0,1,BA,BA,Y,81,1.0,20.0,N,1,500.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,403.0,403.0
40243,1,10,internet,1,M,49,4,0,0,1,BA,ES,Y,25,1.0,2.0,N,1,1092.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,299.0,299.0
40244,1,10,internet,1,F,29,1,0,0,1,SP,SP,Y,5,1.0,11.0,N,1,600.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,Y,5,0,11.0,2.0,,,662.0,662.0
40245,1,25,internet,1,F,28,1,0,0,1,RN,RN,Y,105,1.0,18.0,N,1,250.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,596.0,596.0
40246,1,25,internet,1,M,31,2,0,0,1,MG,SP,Y,14,,,N,1,611.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,146.0,146.0
40247,1,10,presencial,1,F,51,2,0,0,0, ,RJ,Y,20,1.0,0.0,N,1,1062.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,11.0,1.0,11.0,0.0,213.0,213.0
40248,1,5,internet,1,F,26,2,0,0,1,MA,MA,N, ,5.0,10.0,N,1,500.0,0.0,0,1,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,659.0,659.0
40249,2,10,internet,1,M,32,2,0,0,1,SP,SP,Y,5,1.0,30.0,N,1,842.44,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,876.0,876.0
40250,1,10,internet,1,F,65,2,0,0,1,CE,CE,Y,107,1.0,,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,617.0,617.0
40251,7,5,internet,1,F,60,2,0,0,1,CE,CE,Y,107,1.0,1.0,N,1,738.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,11.0,,605.0,605.0
40252,1,10,internet,1,F,44,1,1,0,1,RS,RS,Y,61,1.0,26.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,Y,61,0,9.0,2.0,,,995.0,995.0
40253,1,10,presencial,1,M,56,2,5,0,0, ,TO,Y,68,1.0,0.0,N,1,360.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,TO,N, ,0,9.0,2.0,11.0,0.0,778.0,778.0
